sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RAB31","Approved symbol","RAB31","RAB31, member RAS oncogene family","HGNC:9771","18p11.22"
"GPR68","Approved symbol","GPR68","G protein-coupled receptor 68","HGNC:4519","14q32.11"
"CDC14B","Approved symbol","CDC14B","cell division cycle 14B","HGNC:1719","9q22.32-q22.33"
"ANO1","Approved symbol","ANO1","anoctamin 1","HGNC:21625","11q13.3"
"BCAR3","Approved symbol","BCAR3","BCAR3 adaptor protein, NSP family member","HGNC:973","1p22.1"
"FAM20C","Approved symbol","FAM20C","FAM20C golgi associated secretory pathway kinase","HGNC:22140","7p22.3"
"TRIB2","Approved symbol","TRIB2","tribbles pseudokinase 2","HGNC:30809","2p24.3"
"DPYSL2","Approved symbol","DPYSL2","dihydropyrimidinase like 2","HGNC:3014","8p21.2"
"PRICKLE2","Approved symbol","PRICKLE2","prickle planar cell polarity protein 2","HGNC:20340","3p14.1"
"IGFBP5","Approved symbol","IGFBP5","insulin like growth factor binding protein 5","HGNC:5474","2q35"
"LTBP1","Approved symbol","LTBP1","latent transforming growth factor beta binding protein 1","HGNC:6714","2p22.3"
"VIM","Approved symbol","VIM","vimentin","HGNC:12692","10p13"
"RNF144A","Approved symbol","RNF144A","ring finger protein 144A","HGNC:20457","2p25.1"
"FSTL3","Approved symbol","FSTL3","follistatin like 3","HGNC:3973","19p13.3"
"IL1RAP","Approved symbol","IL1RAP","interleukin 1 receptor accessory protein","HGNC:5995","3q28"
"NUAK1","Approved symbol","NUAK1","NUAK family kinase 1","HGNC:14311","12q23.3"
"C1QTNF1","Approved symbol","C1QTNF1","C1q and TNF related 1","HGNC:14324","17q25.3"
"PLAT","Approved symbol","PLAT","plasminogen activator, tissue type","HGNC:9051","8p11.21"
"GLIPR1","Approved symbol","GLIPR1","GLI pathogenesis related 1","HGNC:17001","12q21.2"
"CALD1","Approved symbol","CALD1","caldesmon 1","HGNC:1441","7q33"
"DTX4","Approved symbol","DTX4","deltex E3 ubiquitin ligase 4","HGNC:29151","11q12.1"
"WBP5","Previous symbol","TCEAL9","transcription elongation factor A like 9","HGNC:30084","Xq22.2"
"ECM1","Approved symbol","ECM1","extracellular matrix protein 1","HGNC:3153","1q21.2"
"AMOTL1","Approved symbol","AMOTL1","angiomotin like 1","HGNC:17811","11q21"
"LIX1L","Approved symbol","LIX1L","limb and CNS expressed 1 like","HGNC:28715","1q21.1"
"CNN3","Approved symbol","CNN3","calponin 3","HGNC:2157","1p21.3"
"FXYD6","Approved symbol","FXYD6","FXYD domain containing ion transport regulator 6","HGNC:4030","11q23.3"
"MAP3K6","Approved symbol","MAP3K6","mitogen-activated protein kinase kinase kinase 6","HGNC:6858","1p36.11"
"C10orf10","Previous symbol","DEPP1","DEPP autophagy regulator 1","HGNC:23355","10q11.21"
"SPSB1","Approved symbol","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1","HGNC:30628","1p36.22"
"FLNA","Approved symbol","FLNA","filamin A","HGNC:3754","Xq28"
"C18orf1","Previous symbol","LDLRAD4","low density lipoprotein receptor class A domain containing 4","HGNC:1224","18p11.21"
"S100A10","Approved symbol","S100A10","S100 calcium binding protein A10","HGNC:10487","1q21.3"
"PRSS23","Approved symbol","PRSS23","serine protease 23","HGNC:14370","11q14.2"
"NEDD4","Approved symbol","NEDD4","NEDD4 E3 ubiquitin protein ligase","HGNC:7727","15q21.3"
"PLS3","Approved symbol","PLS3","plastin 3","HGNC:9091","Xq23"
"ZCCHC24","Approved symbol","ZCCHC24","zinc finger CCHC-type containing 24","HGNC:26911","10q22.3"
"LRIG3","Approved symbol","LRIG3","leucine rich repeats and immunoglobulin like domains 3","HGNC:30991","12q14.1"
"PLAUR","Approved symbol","PLAUR","plasminogen activator, urokinase receptor","HGNC:9053","19q13"
"CXCR7","Previous symbol","ACKR3","atypical chemokine receptor 3","HGNC:23692","2q37.3"
"MAP1A","Approved symbol","MAP1A","microtubule associated protein 1A","HGNC:6835","15q15.3"
"MAP1A","Alias symbol","METAP1","methionyl aminopeptidase 1","HGNC:15789","4q23"
"TIMP3","Approved symbol","TIMP3","TIMP metallopeptidase inhibitor 3","HGNC:11822","22q12.3"
"BAG2","Approved symbol","BAG2","BAG cochaperone 2","HGNC:938","6p12.1"
"ARL4C","Approved symbol","ARL4C","ADP ribosylation factor like GTPase 4C","HGNC:698","2q37.1"
"LPHN2","Previous symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"AMIGO2","Approved symbol","AMIGO2","adhesion molecule with Ig like domain 2","HGNC:24073","12q13.11"
"TGFB3","Approved symbol","TGFB3","transforming growth factor beta 3","HGNC:11769","14q24.3"
"BOC","Approved symbol","BOC","BOC cell adhesion associated, oncogene regulated","HGNC:17173","3q13.2"
"PTK7","Approved symbol","PTK7","protein tyrosine kinase 7 (inactive)","HGNC:9618","6p21.1"
"SLC40A1","Approved symbol","SLC40A1","solute carrier family 40 member 1","HGNC:10909","2q32.2"
"SERPINH1","Approved symbol","SERPINH1","serpin family H member 1","HGNC:1546","11q13.5"
"SNED1","Approved symbol","SNED1","sushi, nidogen and EGF like domains 1","HGNC:24696","2q37.3"
"C6orf145","Previous symbol","PXDC1","PX domain containing 1","HGNC:21361","6p25.2"
"WWTR1","Approved symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"KIFC3","Approved symbol","KIFC3","kinesin family member C3","HGNC:6326","16q21"
"EPHA2","Approved symbol","EPHA2","EPH receptor A2","HGNC:3386","1p36.13"
"ETV5","Approved symbol","ETV5","ETS variant transcription factor 5","HGNC:3494","3q27.2"
"ANXA1","Approved symbol","ANXA1","annexin A1","HGNC:533","9q21.13"
"FBLIM1","Approved symbol","FBLIM1","filamin binding LIM protein 1","HGNC:24686","1p36.21"
"TUBB6","Approved symbol","TUBB6","tubulin beta 6 class V","HGNC:20776","18p11.21"
"NXN","Approved symbol","NXN","nucleoredoxin","HGNC:18008","17p13.3"
"FZD7","Approved symbol","FZD7","frizzled class receptor 7","HGNC:4045","2q33.1"
"FAT1","Approved symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2"
"MFGE8","Approved symbol","MFGE8","milk fat globule EGF and factor V/VIII domain containing","HGNC:7036","15q26.1"
"CRYAB","Approved symbol","CRYAB","crystallin alpha B","HGNC:2389","11q23.1"
"NAT14","Approved symbol","NAT14","N-acetyltransferase 14 (putative)","HGNC:28918","19q13.42"
"NUPR1","Approved symbol","NUPR1","nuclear protein 1, transcriptional regulator","HGNC:29990","16p11.2"
"NBPF14","Approved symbol","NBPF14","NBPF member 14","HGNC:25232","1q21.2"
"OPHN1","Approved symbol","OPHN1","oligophrenin 1","HGNC:8148","Xq12"
"PDPR","Approved symbol","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit","HGNC:30264","16q22.1"
"PGAP1","Approved symbol","PGAP1","post-GPI attachment to proteins inositol deacylase 1","HGNC:25712","2q33.1"
"CBX6","Approved symbol","CBX6","chromobox 6","HGNC:1556","22q13.1"
"LOC100271836","Unmatched","","","",""
"ZBTB10","Approved symbol","ZBTB10","zinc finger and BTB domain containing 10","HGNC:30953","8q21.13"
"BRWD3","Approved symbol","BRWD3","bromodomain and WD repeat domain containing 3","HGNC:17342","Xq21.1"
"FAM21A","Previous symbol","WASHC2A","WASH complex subunit 2A","HGNC:23416","10q11.23"
"FAM168A","Approved symbol","FAM168A","family with sequence similarity 168 member A","HGNC:28999","11q13.4"
"DNLZ","Approved symbol","DNLZ","DNL-type zinc finger","HGNC:33879","9q34.3"
"IRF6","Approved symbol","IRF6","interferon regulatory factor 6","HGNC:6121","1q32.2"
"NBPF10","Approved symbol","NBPF10","NBPF member 10","HGNC:31992","1q21.1"
"PTMS","Approved symbol","PTMS","parathymosin","HGNC:9629","12p13.31"
"ADAM9","Approved symbol","ADAM9","ADAM metallopeptidase domain 9","HGNC:216","8p11.22"
"CLMN","Approved symbol","CLMN","calmin","HGNC:19972","14q32.13"
"ITPR2","Approved symbol","ITPR2","inositol 1,4,5-trisphosphate receptor type 2","HGNC:6181","12p11.23"
"MT2A","Approved symbol","MT2A","metallothionein 2A","HGNC:7406","16q13"
"PDLIM5","Approved symbol","PDLIM5","PDZ and LIM domain 5","HGNC:17468","4q22.3"
"NNT","Approved symbol","NNT","nicotinamide nucleotide transhydrogenase","HGNC:7863","5p12"
"MIF","Approved symbol","MIF","macrophage migration inhibitory factor","HGNC:7097","22q11.23"
"MIF","Alias symbol","AMH","anti-Mullerian hormone","HGNC:464","19p13.3"
"MIF","Alias symbol","S100A9","S100 calcium binding protein A9","HGNC:10499","1q21.3"
"GIYD2","Previous symbol","SLX1B","SLX1 homolog B, structure-specific endonuclease subunit","HGNC:28748","16p11.2"
"MYO5B","Approved symbol","MYO5B","myosin VB","HGNC:7603","18q21.1"
"SKIL","Approved symbol","SKIL","SKI like proto-oncogene","HGNC:10897","3q26.2"
"C19orf60","Previous symbol","REX1BD","required for excision 1-B domain containing","HGNC:26098","19p13.11"
"BMP2K","Approved symbol","BMP2K","BMP2 inducible kinase","HGNC:18041","4q21.21"
"ZSCAN18","Approved symbol","ZSCAN18","zinc finger and SCAN domain containing 18","HGNC:21037","19q13.43"
"LDLRAD3","Approved symbol","LDLRAD3","low density lipoprotein receptor class A domain containing 3","HGNC:27046","11p13"
"MYO9A","Approved symbol","MYO9A","myosin IXA","HGNC:7608","15q23"
"ANKRD26","Approved symbol","ANKRD26","ankyrin repeat domain containing 26","HGNC:29186","10p12.1"
"FJX1","Approved symbol","FJX1","four-jointed box kinase 1","HGNC:17166","11p13"
"TBC1D16","Approved symbol","TBC1D16","TBC1 domain family member 16","HGNC:28356","17q25.3"
"ROCK2","Approved symbol","ROCK2","Rho associated coiled-coil containing protein kinase 2","HGNC:10252","2p25.1"
"ENPP4","Approved symbol","ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4","HGNC:3359","6p21.1"
"ACVR2B","Approved symbol","ACVR2B","activin A receptor type 2B","HGNC:174","3p22.2"
"KIAA0100","Previous symbol","BLTP2","bridge-like lipid transfer protein family member 2","HGNC:28960","17q11.2"
"BAG4","Approved symbol","BAG4","BAG cochaperone 4","HGNC:940","8p11.23"
"DEGS1","Approved symbol","DEGS1","delta 4-desaturase, sphingolipid 1","HGNC:13709","1q42.11"
"REST","Approved symbol","REST","RE1 silencing transcription factor","HGNC:9966","4q12"
"C5orf42","Previous symbol","CPLANE1","ciliogenesis and planar polarity effector complex subunit 1","HGNC:25801","5p13.2"
"CLOCK","Approved symbol","CLOCK","clock circadian regulator","HGNC:2082","4q12"
"GSR","Approved symbol","GSR","glutathione-disulfide reductase","HGNC:4623","8p12"
"RPS21","Approved symbol","RPS21","ribosomal protein S21","HGNC:10409","20q13.33"
"ABHD3","Approved symbol","ABHD3","abhydrolase domain containing 3, phospholipase","HGNC:18718","18q11.2"
"FGD6","Approved symbol","FGD6","FYVE, RhoGEF and PH domain containing 6","HGNC:21740","12q22"
"SLC12A2","Approved symbol","SLC12A2","solute carrier family 12 member 2","HGNC:10911","5q23.3"
"UHMK1","Approved symbol","UHMK1","U2AF homology motif kinase 1","HGNC:19683","1q23.3"
"TEF","Approved symbol","TEF","TEF transcription factor, PAR bZIP family member","HGNC:11722","22q13.2"
"PER3","Approved symbol","PER3","period circadian regulator 3","HGNC:8847","1p36.23"
"C7orf55","Previous symbol","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","HGNC:26946","7q34"
"LIFR","Approved symbol","LIFR","LIF receptor subunit alpha","HGNC:6597","5p13.1"
"ERMP1","Approved symbol","ERMP1","endoplasmic reticulum metallopeptidase 1","HGNC:23703","9p24.1"
"C6orf108","Previous symbol","DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","HGNC:21218","6p21.1"
"EFNA3","Approved symbol","EFNA3","ephrin A3","HGNC:3223","1q21.3"
"TAOK1","Approved symbol","TAOK1","TAO kinase 1","HGNC:29259","17q11.2"
"SH3RF1","Approved symbol","SH3RF1","SH3 domain containing ring finger 1","HGNC:17650","4q32.3-q33"
"PACSIN3","Approved symbol","PACSIN3","protein kinase C and casein kinase substrate in neurons 3","HGNC:8572","11p11.2"
"DMXL2","Approved symbol","DMXL2","Dmx like 2","HGNC:2938","15q21.2"
"NBPF1","Approved symbol","NBPF1","NBPF member 1","HGNC:26088","1p36.13"
"MAGI1","Approved symbol","MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","HGNC:946","3p14.1"
"MAGI1","Previous symbol","CNKSR3","CNKSR family member 3","HGNC:23034","6q25.2"
"LYST","Approved symbol","LYST","lysosomal trafficking regulator","HGNC:1968","1q42.3"
"SORL1","Approved symbol","SORL1","sortilin related receptor 1","HGNC:11185","11q24.1"
"DPM3","Approved symbol","DPM3","dolichyl-phosphate mannosyltransferase subunit 3, regulatory","HGNC:3007","1q22"
"RPL22L1","Approved symbol","RPL22L1","ribosomal protein L22 like 1","HGNC:27610","3q26.2"
"ST3GAL1","Approved symbol","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","HGNC:10862","8q24.22"
"CHCHD10","Approved symbol","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","HGNC:15559","22q11.23"
"ADAM15","Approved symbol","ADAM15","ADAM metallopeptidase domain 15","HGNC:193","1q21.3"
"ACACA","Approved symbol","ACACA","acetyl-CoA carboxylase alpha","HGNC:84","17q12"
"HHLA3","Previous symbol","ANKRD13C-DT","ANKRD13C divergent transcript","HGNC:4906","1p31.1"
"NCOA2","Approved symbol","NCOA2","nuclear receptor coactivator 2","HGNC:7669","8q13.3"
"SHROOM3","Approved symbol","SHROOM3","shroom family member 3","HGNC:30422","4q21.1"
"CEP97","Approved symbol","CEP97","centrosomal protein 97","HGNC:26244","3q12.3"
"VSIG10","Approved symbol","VSIG10","V-set and immunoglobulin domain containing 10","HGNC:26078","12q24.23"
"TMEM181","Approved symbol","TMEM181","transmembrane protein 181","HGNC:20958","6q25.3"
"RSC1A1","Approved symbol","RSC1A1","regulator of solute carriers 1","HGNC:10458","1p36.21"
"SRGAP1","Approved symbol","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1","HGNC:17382","12q14.2"
"MARCH8","Previous symbol","MARCHF8","membrane associated ring-CH-type finger 8","HGNC:23356","10q11.21-q11.22"
"ZNF107","Approved symbol","ZNF107","zinc finger protein 107","HGNC:12887","7q11.21"
"FAM115A","Previous symbol","TCAF1","TRPM8 channel associated factor 1","HGNC:22201","7q35"
"TRPS1","Approved symbol","TRPS1","transcriptional repressor GATA binding 1","HGNC:12340","8q23.3"
"HDGFRP3","Alias symbol","HDGFL3","HDGF like 3","HGNC:24937","15q25.2"
"PPM1H","Approved symbol","PPM1H","protein phosphatase, Mg2+/Mn2+ dependent 1H","HGNC:18583","12q14.1-q14.2"
"AKAP9","Approved symbol","AKAP9","A-kinase anchoring protein 9","HGNC:379","7q21.2"
"LYPLA1","Approved symbol","LYPLA1","lysophospholipase 1","HGNC:6737","8q11.23"
"MAN2A1","Approved symbol","MAN2A1","mannosidase alpha class 2A member 1","HGNC:6824","5q21.3"
"ZNF329","Approved symbol","ZNF329","zinc finger protein 329","HGNC:14209","19q13.43"
"TMCO3","Approved symbol","TMCO3","transmembrane and coiled-coil domains 3","HGNC:20329","13q34"
"MAP3K1","Approved symbol","MAP3K1","mitogen-activated protein kinase kinase kinase 1","HGNC:6848","5q11.2"
"GLCE","Approved symbol","GLCE","glucuronic acid epimerase","HGNC:17855","15q23"
"DOPEY2","Previous symbol","DOP1B","DOP1 leucine zipper like protein B","HGNC:1291","21q22.12"
"EPS8","Approved symbol","EPS8","epidermal growth factor receptor pathway substrate 8","HGNC:3420","12p12.3"
"SPATA13","Approved symbol","SPATA13","spermatogenesis associated 13","HGNC:23222","13q12.12"
"VPS13C","Approved symbol","VPS13C","vacuolar protein sorting 13 homolog C","HGNC:23594","15q22.2"
"ZKSCAN1","Approved symbol","ZKSCAN1","zinc finger with KRAB and SCAN domains 1","HGNC:13101","7q22.1"
"INADL","Previous symbol","PATJ","PATJ crumbs cell polarity complex component","HGNC:28881","1p31.3"
"FAM73A","Previous symbol","MIGA1","mitoguardin 1","HGNC:24741","1p31.1"
"KIAA0564","Previous symbol","VWA8","von Willebrand factor A domain containing 8","HGNC:29071","13q14.11"
"MAGI3","Approved symbol","MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3","HGNC:29647","1p13.2"
"CPD","Approved symbol","CPD","carboxypeptidase D","HGNC:2301","17q11.2"
"CPD","Alias symbol","HOMER2","homer scaffold protein 2","HGNC:17513","15q25.2"
"DGKD","Approved symbol","DGKD","diacylglycerol kinase delta","HGNC:2851","2q37.1"
"KIAA1109","Previous symbol","BLTP1","bridge-like lipid transfer protein family member 1","HGNC:26953","4q27"
"SNX22","Approved symbol","SNX22","sorting nexin 22","HGNC:16315","15q22.31"
"ABCD3","Approved symbol","ABCD3","ATP binding cassette subfamily D member 3","HGNC:67","1p21.3"
"OCLN","Approved symbol","OCLN","occludin","HGNC:8104","5q13.2"
"PCDH1","Approved symbol","PCDH1","protocadherin 1","HGNC:8655","5q31.3"
"ANKRD50","Approved symbol","ANKRD50","ankyrin repeat domain containing 50","HGNC:29223","4q28.1"
"NPM3","Approved symbol","NPM3","nucleophosmin/nucleoplasmin 3","HGNC:7931","10q24.32"
"C5orf41","Previous symbol","CREBRF","CREB3 regulatory factor","HGNC:24050","5q35.1"
"MYO6","Approved symbol","MYO6","myosin VI","HGNC:7605","6q14.1"
"RBM43","Approved symbol","RBM43","RNA binding motif protein 43","HGNC:24790","2q23.3"
"TXNDC16","Approved symbol","TXNDC16","thioredoxin domain containing 16","HGNC:19965","14q22.1"
"S100A11","Approved symbol","S100A11","S100 calcium binding protein A11","HGNC:10488","1q21.3"
"SLC4A7","Approved symbol","SLC4A7","solute carrier family 4 member 7","HGNC:11033","3p24.1"
"KIAA1530","Previous symbol","UVSSA","UV stimulated scaffold protein A","HGNC:29304","4p16.3"
"EFNA4","Approved symbol","EFNA4","ephrin A4","HGNC:3224","1q21.3"
"ZNF281","Approved symbol","ZNF281","zinc finger protein 281","HGNC:13075","1q32.1"
"ERLIN2","Approved symbol","ERLIN2","ER lipid raft associated 2","HGNC:1356","8p11.23"
"RAB11FIP1","Approved symbol","RAB11FIP1","RAB11 family interacting protein 1","HGNC:30265","8p11.23"
"ADCY6","Approved symbol","ADCY6","adenylate cyclase 6","HGNC:237","12q13.12"
"SPTLC2","Approved symbol","SPTLC2","serine palmitoyltransferase long chain base subunit 2","HGNC:11278","14q24.3"
"GSTCD","Approved symbol","GSTCD","glutathione S-transferase C-terminal domain containing","HGNC:25806","4q24"
"ENTPD5","Approved symbol","ENTPD5","ectonucleoside triphosphate diphosphohydrolase 5 (inactive)","HGNC:3367","14q24.3"
"HOMER3","Approved symbol","HOMER3","homer scaffold protein 3","HGNC:17514","19p13.11"
"TMSB10","Approved symbol","TMSB10","thymosin beta 10","HGNC:11879","2p11.2"
"ALDH6A1","Approved symbol","ALDH6A1","aldehyde dehydrogenase 6 family member A1","HGNC:7179","14q24.3"
"LMBRD2","Approved symbol","LMBRD2","LMBR1 domain containing 2","HGNC:25287","5p13.2"
"SLC35A3","Approved symbol","SLC35A3","solute carrier family 35 member A3","HGNC:11023","1p21.2"
"ABHD2","Approved symbol","ABHD2","abhydrolase domain containing 2, acylglycerol lipase","HGNC:18717","15q26.1"
"PPP1R14B","Approved symbol","PPP1R14B","protein phosphatase 1 regulatory inhibitor subunit 14B","HGNC:9057","11q13.1"
"PANK3","Approved symbol","PANK3","pantothenate kinase 3","HGNC:19365","5q34"
"CPT1A","Approved symbol","CPT1A","carnitine palmitoyltransferase 1A","HGNC:2328","11q13.3"
"KIAA1244","Previous symbol","ARFGEF3","ARFGEF family member 3","HGNC:21213","6q23.3-q24.1"
"MED13L","Approved symbol","MED13L","mediator complex subunit 13L","HGNC:22962","12q24.21"
"CPEB4","Approved symbol","CPEB4","cytoplasmic polyadenylation element binding protein 4","HGNC:21747","5q35.2"
"C6orf115","Previous symbol","ABRACL","ABRA C-terminal like","HGNC:21230","6q24.1"
"AHNAK","Approved symbol","AHNAK","AHNAK nucleoprotein","HGNC:347","11q12.3"
"IL6ST","Approved symbol","IL6ST","interleukin 6 cytokine family signal transducer","HGNC:6021","5q11.2"
"DTWD2","Approved symbol","DTWD2","DTW domain containing 2","HGNC:19334","5q23.1"
"LRBA","Approved symbol","LRBA","LPS responsive beige-like anchor protein","HGNC:1742","4q31.3"
